,src_lang,src_text,HARM_CATEGORY_SEXUALLY_EXPLICIT,HARM_CATEGORY_HATE_SPEECH,HARM_CATEGORY_HARASSMENT,HARM_CATEGORY_DANGEROUS_CONTENT
1321,Modern Standard Arabic,لن أقتل الملك حتى قبل أن يُصبح واحدًا.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1322,Modern Standard Arabic,واعتقد انه قد يعصر شخصا ما للحصول على اعتراف سواء كانو مذنبون ام لا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1323,Modern Standard Arabic,لم تكن تريد أن تكون عالمة,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1324,Modern Standard Arabic,أريد فقط إستعادة إبنتي,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1325,Modern Standard Arabic,كُنتُ سانتا السرّيِ الخاصُ بكِ في السنة الماضية,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1326,Modern Standard Arabic,أظنني بحاجة للتوقف عند غرفة الفتيات,LOW,LOW,MEDIUM,NEGLIGIBLE
1327,Modern Standard Arabic,لا يمكنكم البقاء هنا يجب أن تخرجوا,NEGLIGIBLE,LOW,MEDIUM,MEDIUM
1328,Modern Standard Arabic,"إذاً, هل سنذهب جميعنا ونحضى ببعض الشراب في مكانٍ ما؟",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1329,Modern Standard Arabic,حيث ليس سيكون لديكِ عائلة و لا أصدقاء ، و أنتِ لا تعرفين المدينة,,LOW,MEDIUM,NEGLIGIBLE
1330,Modern Standard Arabic,أنت تعرف، الرجال السود في الأفلام لا يخرجون أبدًا من هذه الحالات أحياء,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1331,Modern Standard Arabic,يجب عليّ أبقاءهم وإلّا لن يصدقني أحد,NEGLIGIBLE,LOW,MEDIUM,HIGH
1332,Modern Standard Arabic,عائدون لشوارعنا، ولن يكون هنا من هو قادر على إيجادهم لانهم غير موجودين.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1333,Modern Standard Arabic,بإمكاني أن أدفع لك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1334,Modern Standard Arabic,أعرف أنني مميزة وأنتظر أن يرى أحد هذا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1335,Modern Standard Arabic,(تشارلي)، لقد جئتُ إليك لأنّه ليس لديّ أيّ شخص آخر أستطيع الثقة به.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1336,Modern Standard Arabic,أنا أكره كل شئ وكل شخص وهذا يشملني,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
1337,Modern Standard Arabic,"أريد بطاقتي الخاصة حسناً, أريد مسدسي الخاص",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
1338,Modern Standard Arabic,ولكن لمَ قد يقتلُ طفله؟,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1339,Modern Standard Arabic,ماذا بحق الجحيم تفعل؟,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
1340,Modern Standard Arabic,أقصد، يمكنني المجئ أيضاً,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1341,Modern Standard Arabic,نجتمع معا في مرأى من الله... للم شمل هذا رجل وهذه امرأة في الزواج المقدس.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1342,Modern Standard Arabic,أوه ، انها (سام) أرادت أن نحظى بمشروب الليلة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1343,Modern Standard Arabic,أعتقد بأننا قضينا ليلة رائعة البارحة,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1344,Modern Standard Arabic,شعرت بأنى احتاج لإعارة انتباهك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1345,Modern Standard Arabic,ولكن يا تشارلي أنت على وشك الموت!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1346,Modern Standard Arabic,ماذا يحدث هنا بحق الجحيم ؟,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
1347,Modern Standard Arabic,أردت أن أقولها لك أيضا,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1348,Modern Standard Arabic,حسنا، كل ما أحتاجه هو الهراء الذي يقنع هيئة المحلفين,NEGLIGIBLE,LOW,MEDIUM,HIGH
1349,Modern Standard Arabic,حسنا، كل ما أحتاجه هو الهراء الذي يقنع هيئة المحلفين,NEGLIGIBLE,LOW,MEDIUM,HIGH
1350,Modern Standard Arabic,إنَّهم هنا من أجل أن يقتلوه,NEGLIGIBLE,MEDIUM,MEDIUM,MEDIUM
1351,Modern Standard Arabic,مذنبة بالتأمر لقتل واغتيال,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1352,Modern Standard Arabic,بالله عليك، عندما كنت في مثل سنك أردت أن أحظى بكل شيء هنا وهناك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1353,Modern Standard Arabic,سمعتُ بأنّك لن تلعبَ معها لأنّها قالت,LOW,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1354,Modern Standard Arabic,عقلها يخبرها انها في النار حقاً,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1355,Modern Standard Arabic,ماذا حدث لك بحق الجحيم يا (سام)؟,NEGLIGIBLE,NEGLIGIBLE,HIGH,NEGLIGIBLE
1356,Modern Standard Arabic,في المرة القادمة وقال انه يأتي، وأنا أريد لك أن تفعل شيئا بالنسبة لي.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1357,Modern Standard Arabic,-أردت فقط إعطائك ...,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1358,Modern Standard Arabic,-هم، قوم في المستشفى .,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1359,Modern Standard Arabic,و نعتقد اننا نبحث عن فتى مراهق قتل هؤلاء الضحايا عن طريق التعذيب البطىء بالسكين,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1360,Modern Standard Arabic,لم تستطع إبعاد يديها عنى,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1361,Modern Standard Arabic,لماذا تدّعني أضربك في نفس المكان بالضبط؟,MEDIUM,NEGLIGIBLE,LOW,HIGH
1362,Modern Standard Arabic,بيتر قال إعتقد أنك ستموت في لوس أنجيلوس مع كل شخص آخر هنا,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1363,Modern Standard Arabic,هذا الشئ جاء من النافذة ثم هاجم أخيك,LOW,NEGLIGIBLE,MEDIUM,MEDIUM
1364,Modern Standard Arabic,تمزحين معي، صحيح؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1365,Modern Standard Arabic,"أنتَ رجل كبير, صحيح؟",NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1366,Modern Standard Arabic,لست مضطرا لخوض غمار جديدة هنا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1367,Modern Standard Arabic,يارفاق، لن أبيع الطماطم اليوم.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1368,Modern Standard Arabic,بإمكانكِ رؤية لما تسببت بذاك الحريق,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1369,Modern Standard Arabic,...الوقت الذى قضيته على السفينه,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1370,Modern Standard Arabic,سأحضر شىء ما لفتحها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1371,Modern Standard Arabic,"يأتي وقت ترغب به أن تقوم بعمل لوقت طويل كفاية لا تستطيع حقاً تخيل فعل أي شيء آخر, تعرفين؟",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1372,Modern Standard Arabic,هذه البلدة دائماً رائحتها مثل القذارة,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1373,Modern Standard Arabic,أنا لا إضاعة النبيذ الجيد على امرأة لعنة.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1374,Modern Standard Arabic,عليك العثور عليه قبل فوات الأوان,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1375,Modern Standard Arabic,يا إلهي، جميعنا سنموت، أليس كذلك؟ !,NEGLIGIBLE,LOW,MEDIUM,LOW
1376,Modern Standard Arabic,أعرف أن النساء يتذمرن من بعض الأشياء... التي عليهن القيام بها... للفت إنتباه الرجال,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1377,Modern Standard Arabic,"لا تكن مغفلا يا تيم, لقد سمعت كل شئ",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1378,Modern Standard Arabic,لذا هو يبيعهم في السوق السوداء,NEGLIGIBLE,MEDIUM,LOW,HIGH
1379,Modern Standard Arabic,أعتقد أنّه إذا لم نذهب بعيداً، فربّما أفقدك للأبد,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1380,Modern Standard Arabic,شخصياً، أنا أُفضّلُ بأَن يعتقدوا بأنّني كُنتُ سخيف.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1381,Modern Standard Arabic,ستقوم بقتلنا جميعا,NEGLIGIBLE,LOW,HIGH,HIGH
1382,Modern Standard Arabic,و الكل سيعرف أنني عاهرة,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1383,Modern Standard Arabic,"تباً لهؤلاء الناس إنه عرض مجانى أيها الأحمق, لا خيار لديك",NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
1384,Modern Standard Arabic,اخرسوا، أحاول النوم!,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1385,Modern Standard Arabic,ذلك الفتى سيموت هنا، بطريقة أو بأخرى,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1386,Modern Standard Arabic,.يوماًما سنخبركِعنشقيقكِ. و كم أحببناه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1387,Modern Standard Arabic,إنك فقط لا تريد أن تتحرك بعيداً عن الأريكة,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1388,Modern Standard Arabic,إذا كنت تريد مسدسات أستطيع توفيرها لك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,HIGH
1389,Modern Standard Arabic,أنت دخلت ، وقد فتحتُ الحبل لك لذا فأنت دخلت,,NEGLIGIBLE,NEGLIGIBLE,LOW
1390,Modern Standard Arabic,تبين أنك أسوء منهم جميعا,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1391,Modern Standard Arabic,رؤية أبوهم أن يكون منحرف!,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1392,Modern Standard Arabic,لكن إبنتك، يمكنها الإعتناء بك، و ربما لا تريد تواجد أمها قلقةً.,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1393,Modern Standard Arabic,عليكأنتخرجمنهناك !,NEGLIGIBLE,NEGLIGIBLE,LOW,HIGH
1394,Modern Standard Arabic,طوال الوقت وكنا نكذب عليها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1395,Modern Standard Arabic,لا تتشاجروا مع الاطفال الاخرى فى الحافلة,NEGLIGIBLE,LOW,MEDIUM,MEDIUM
1396,Modern Standard Arabic,سأخبرها بإستعمال الخروف,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1397,Modern Standard Arabic,لأن هناك مليون فتاة في هذا الحرم الجامعي ستفرح بشدة أن تأخذ مكانك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1398,Modern Standard Arabic,ان لم يكن لأجله كنت لأموت في هذا الحريق,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1399,Modern Standard Arabic,إذا كان الجنس هو اختبار، كيف لنا أن نعرف إذا كان لنا أن يتم تمرير أو فشله؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1400,Modern Standard Arabic,من أجل معلوماتك أنا لا أعرف كل السود,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
1401,Modern Standard Arabic,-الخنازير لن يعرفوا ما اصابهم,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1402,Modern Standard Arabic,-ماذا فعلتِ لي بحقّ الجحيم؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1403,Modern Standard Arabic,لهذا السبب ارغب في رؤيته,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1404,Modern Standard Arabic,حين تعود هنالك أمر أريد أن أريك إياه,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1405,Modern Standard Arabic,أنت تعلم أني احبك ، أليس كذلك ؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1406,Modern Standard Arabic,سأجد ابنتك وأقتلها أيضاً.,NEGLIGIBLE,NEGLIGIBLE,HIGH,HIGH
1407,Modern Standard Arabic,-هذا ليس عدلاً يارفاق,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
1408,Modern Standard Arabic,-كنتُ أبحثُ عنكِ فحسب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1409,Modern Standard Arabic,بعض فتيات الحانة تشاجرن مع بعض الرجال في الشارع,HIGH,LOW,LOW,LOW
1410,Modern Standard Arabic,انظر .. سأخرجك من هذا,LOW,LOW,MEDIUM,HIGH
1411,Modern Standard Arabic,إلا أنها قد اكتشفت الحقيقة وقامت بمواجهتك ولهذا قمت بقتلها .,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1412,Modern Standard Arabic,انها عن رجل لا يحب ان يقبل من الفم,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
1413,Modern Standard Arabic,"ما عدا , بالطبع , عن الحصول على قتله",NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1414,Modern Standard Arabic,سوف أنزل خلال دقيقة,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1415,Modern Standard Arabic,حسناً هل تريدين زفافاً ضخماً ام العائلة فقط؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1416,Modern Standard Arabic,-هل انت وغد احمق ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1417,Modern Standard Arabic,-أخرجها من هنا !,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1418,Modern Standard Arabic,أميرتك البقرة منهكة من سماع هذا الكلام,LOW,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1419,Modern Standard Arabic,"رجاءاً أخبرنى, يمكنك قول ذلك",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1420,Modern Standard Arabic,ضع رأسك بين ساقيك و تنفس.,MEDIUM,NEGLIGIBLE,LOW,MEDIUM
1421,Modern Standard Arabic,لقد قال أننا سنقاتل ونحصل على النقود,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1422,Modern Standard Arabic,"أنت , هل بإمكانك أن توصلهم لبرّ الأمان؟",MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1423,Modern Standard Arabic,لقد استخدمت دواء قلبها لقتل أخيكَ حتى تحظى بنصيب عادل من التركة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1424,Modern Standard Arabic,"أخرج من هناك الآن , من فضلك أخرج",NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1425,Modern Standard Arabic,لا، لا، لا، لا . الجحيم أنت.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1426,Modern Standard Arabic,اذا لم تتعلم الحديث مع فتاة كشخص طبيعي ستصبح هكذا..,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1427,Modern Standard Arabic,محاولة جيدة يا رفيقي بإمكاني رؤية ذلك في عينيها,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1428,Modern Standard Arabic,لأدخالك في هذا الامر وانا مضطر لأخراجك منه,LOW,NEGLIGIBLE,MEDIUM,HIGH
1429,Modern Standard Arabic,يوماً ما سينتهي الأمر معها,MEDIUM,NEGLIGIBLE,LOW,LOW
1430,Modern Standard Arabic,و إذا لم تتحدث ستموت,,LOW,HIGH,HIGH
1431,Modern Standard Arabic,دائما حلي مشاكلك بالعنف,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1432,Modern Standard Arabic,معرفتك بإزالة النفايات ما تفتأ تفاجأني,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1433,Modern Standard Arabic,هو كان فقط طفل الذي عمل خطأ و أرسل لاصلاحية المدرسة,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1434,Modern Standard Arabic,"لقد اردت ما اردته واخذته, لقد اخذت زوجي مني",HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1435,Modern Standard Arabic,تريدين أفضل ، اذهبي وابحثي عن أفضل,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1436,Modern Standard Arabic,الآن يمكنك قتلي وستخرج من هنا سالما أليس كذلك ؟,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1437,Modern Standard Arabic,دعنا نَعمَلُ جنازتُكَ أولاً، ثمّ عيد ميلادي.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1438,Modern Standard Arabic,اسمعي، أعلم أنني نسيتُ .أن أخبركِ بأني أحبكِ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1439,Modern Standard Arabic,حسناً، سأحاول الحصول على الفيلم لذا أنك ستتركني لوحدي مع كل هذا؟,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1440,Modern Standard Arabic,تجلس وتنتظر زوجتك حتى تستيقظ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1441,Modern Standard Arabic,على كل حال ، سأذهب للرقص معك أو بدونك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1442,Modern Standard Arabic,اعتقدت أن السود لا يمكنهم التزلج.,NEGLIGIBLE,HIGH,HIGH,NEGLIGIBLE
1443,Modern Standard Arabic,- كُلّ الرجال بلهاءَ أغبياءَ.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1444,Modern Standard Arabic,-انظر، ان لم تفعل هذا الأن، انت لن ...,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1445,Modern Standard Arabic,(جون) عزيزي يجب أن نخرج من هنا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,MEDIUM
1446,Modern Standard Arabic,"الكلمة لك, أو يمكنك أن تغادر و تدع هذا الرجل البريء يتعفن في السجن",NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1447,Modern Standard Arabic,إليك ما أحتاجُ منكَ القيام به...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1448,Modern Standard Arabic,إما إنه ماهر .. أو أحمق,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,LOW
1449,Modern Standard Arabic,الناس يصيبهم الاكتئاب، ولذا يشربون.,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1450,Modern Standard Arabic,اللعنة لقد إتصلوا مجدداً عندما كنا نتشاجر,,NEGLIGIBLE,LOW,NEGLIGIBLE
1451,Modern Standard Arabic,انظر .. ليست لدي مشاكل مع النساء,NEGLIGIBLE,MEDIUM,LOW,NEGLIGIBLE
1452,Modern Standard Arabic,أنت ستحرج جدا مني عندما أنشر هذا الفيديو على الأنترنيت,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1453,Modern Standard Arabic,إنه أحمق للغاية ليكون سئ,NEGLIGIBLE,LOW,HIGH,NEGLIGIBLE
1454,Modern Standard Arabic,أكيد أنا سأحضر لك الذرة.,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1455,Modern Standard Arabic,سأكون هنا خلال لحظة,HIGH,NEGLIGIBLE,NEGLIGIBLE,LOW
1456,Modern Standard Arabic,لكن أولاً يجب أن نعود إلى عالمنا,NEGLIGIBLE,LOW,NEGLIGIBLE,MEDIUM
1457,Modern Standard Arabic,حسناَ ، لدي واحدة لك,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1458,Modern Standard Arabic,لن نحتاج سوى لقلّة من الرجال,MEDIUM,LOW,MEDIUM,NEGLIGIBLE
1459,Modern Standard Arabic,هل تبيعنا بعض السمك ؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1460,Modern Standard Arabic,أمل الناس سيموت معهم.,NEGLIGIBLE,MEDIUM,MEDIUM,HIGH
1461,Modern Standard Arabic,لِمَ لَمْ تخفض المسدس وحسب؟,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1462,Modern Standard Arabic,أعتقدتُ أنه يمكنني أن أخرجها من ذلك الوضع,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1463,Modern Standard Arabic,اريد ان اعلم ما هو الحب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1464,Modern Standard Arabic,كان عليهم أن يتركوني أخرج أولاً,NEGLIGIBLE,LOW,NEGLIGIBLE,MEDIUM
1465,Modern Standard Arabic,حتّى أكتشف وسيلةً لكي أخرجك من هنا,LOW,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1466,Modern Standard Arabic,-لا بأس أريد فقط كلمةً سريعة مع زوجتي,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1467,Modern Standard Arabic,"من وجهة نظري , كانت خطيرة الأفراد الذين كانت تسيطر العقول.",NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1468,Modern Standard Arabic,ذلك لا يعني أن علينا توظيفهم,NEGLIGIBLE,MEDIUM,NEGLIGIBLE,NEGLIGIBLE
1469,Modern Standard Arabic,اشعر بتحسن كبير من الجيد أن أراكِ,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1470,Modern Standard Arabic,لنخرج من هنا هيا,NEGLIGIBLE,LOW,LOW,HIGH
1471,Modern Standard Arabic,لمْ أعتقد أبداً أنّي سأقول هذا، لكن... الروس أسوأ من (إلاياس)... المزيد من القوى العاملة، وقواعد أقل.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1472,Modern Standard Arabic,ربما قد تصورتك بشكل رومانسي سابقا,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1473,Modern Standard Arabic,أن تحتقر نفسك بسبب ما فعلته بك اٍمرأة ؟,NEGLIGIBLE,LOW,MEDIUM,NEGLIGIBLE
1474,Modern Standard Arabic,"حالما نذهب اريدك ان تغلقها , ان تدفنها.",LOW,NEGLIGIBLE,HIGH,HIGH
1475,Modern Standard Arabic,! أو ربما سأزيل رأسك حتى بدون أن تحاول,MEDIUM,NEGLIGIBLE,MEDIUM,HIGH
1476,Modern Standard Arabic,كان والدي مجرم أيضا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1477,Modern Standard Arabic,أنت حكيم وشبه عاقل، مايك وارن.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1478,Modern Standard Arabic,أبعد يديك عني و ضع المسدس على الأرض,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1479,Modern Standard Arabic,عاجلاً أم آجلاً ستحاول قتلي من جديد ، راقبني ، سأثبت لك ذلك,LOW,NEGLIGIBLE,MEDIUM,HIGH
1480,Modern Standard Arabic,حينما يحترق هؤلاء الرجال... . أنتِ ،كما آمل، ستنضمين إلينا,MEDIUM,NEGLIGIBLE,LOW,HIGH
1481,Modern Standard Arabic,اجرحِ اصبعكِ وضعي الدماء على هذه التفاحة,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
1482,Modern Standard Arabic,-حاولت ولكنكِ كنتِ مشغولة بصنع الرصاصات,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1483,Modern Standard Arabic,انها حقا يكره ذلك عندما أذهب إلى هنا.,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1484,Modern Standard Arabic,الحقيقة التي تُريدُ لإخْباري الآن...,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1485,Modern Standard Arabic,كُنت أعتقد أن هذا المغزى من ذلك,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,HIGH
1486,Modern Standard Arabic,كلّ هؤلاء الرجال بهذا الصندوق يكرهوننيّ بما يكفيّ ليقتلوا زوجتيّ . لكنّ، بعضهم ليس ذكياً بمايكفيّ ليُخطط للأمر بكاملِه,NEGLIGIBLE,MEDIUM,HIGH,NEGLIGIBLE
1487,Modern Standard Arabic,هذا رائع عندما تقوم بها أنت تعتبره حباً و عندما أقوم بها أنا تعتبره جنساً,HIGH,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1488,Modern Standard Arabic,ونحن سوف ندخل هناك,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE,MEDIUM
1489,Modern Standard Arabic,اللعنة هل أحد منكم سمع ما قال ؟,MEDIUM,NEGLIGIBLE,LOW,NEGLIGIBLE
1490,Modern Standard Arabic,لمَ لا تستمعين إلى ما يقوله الناس؟,,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1491,Modern Standard Arabic,دماغه لايحصل على دماء كافيه.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1492,Modern Standard Arabic,عندما ترى ذلك ... أقول لها أنك لن أعود هذه الليلة.,LOW,NEGLIGIBLE,LOW,MEDIUM
1493,Modern Standard Arabic,أغلبُ هؤلاء الرجال لايستطيعون الدفع,NEGLIGIBLE,MEDIUM,MEDIUM,NEGLIGIBLE
1494,Modern Standard Arabic,هايد يجري لإنهاء هذا.,NEGLIGIBLE,NEGLIGIBLE,MEDIUM,NEGLIGIBLE
1495,Modern Standard Arabic,سأقابلكِ عند السيارة عندما تنتهين,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1496,Modern Standard Arabic,-سأبذل ما في بوسعي لأجله، اذهبي !,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,LOW
1497,Modern Standard Arabic,أردت فقط أن أراك تلعب,MEDIUM,NEGLIGIBLE,NEGLIGIBLE,NEGLIGIBLE
1498,Modern Standard Arabic,انها تغري الضحايا الى غرفتها بالفندق,MEDIUM,NEGLIGIBLE,LOW,MEDIUM
1499,Modern Standard Arabic,كاد يسحب مسدسه ويطلق النار عليّ في الردهة.,NEGLIGIBLE,NEGLIGIBLE,LOW,MEDIUM
